City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
172,Chernyshevskiy,RU,63.0128,112.4714,38.07,73,9,13.33,clear sky
173,Rio Cuarto,AR,-33.1307,-64.3499,52.83,36,35,15.41,scattered clouds
174,Japura,ID,-0.3167,102.35,74.44,94,58,2.39,broken clouds
175,Kavaratti,IN,10.5669,72.642,82.74,75,100,10.76,overcast clouds
176,Pemangkat,ID,1.1667,108.9667,77.11,85,97,5.32,overcast clouds
177,Larsnes,NO,62.2028,5.5773,61.21,85,4,2.44,clear sky
178,Kaitangata,NZ,-46.2817,169.8464,46.42,80,98,1.5,overcast clouds
179,Cartagena,CO,10.3997,-75.5144,89.22,66,40,10.36,scattered clouds
180,Road Town,VG,18.4167,-64.6167,86.09,74,20,12.66,few clouds
181,Touros,BR,-5.1989,-35.4608,77.9,82,21,13.13,few clouds
182,Mont-Dore,NC,-22.2833,166.5833,70.0,99,99,4.36,overcast clouds
183,Livingston,GB,55.9029,-3.5226,62.78,55,0,4.38,clear sky
184,Bada,RU,51.392,109.8717,43.18,95,100,3.65,overcast clouds
185,Samoded,RU,63.6083,40.5111,51.26,48,21,11.43,few clouds
186,Saldanha,ZA,-33.0117,17.9442,64.45,46,6,15.14,clear sky
187,Korla,CN,41.7597,86.1469,72.21,38,44,11.1,scattered clouds
188,Le Pont-De-Claix,FR,45.1244,5.7064,66.83,92,98,3.09,overcast clouds
189,Malibu,US,34.005,-118.8101,82.74,80,27,1.01,scattered clouds
190,Longyearbyen,SJ,78.2186,15.6401,40.84,65,0,19.57,clear sky
191,Nalut,LY,30.3333,10.85,91.0,11,38,14.92,scattered clouds
192,Kangaatsiaq,GL,68.3065,-53.4641,37.27,91,56,11.01,broken clouds
193,Ambunti,PG,-4.2365,142.8448,72.59,99,99,2.21,overcast clouds
194,Vardo,NO,70.3705,31.1107,43.0,74,6,7.74,clear sky
195,Shitanjing,CN,39.2342,106.3439,64.58,51,85,9.37,overcast clouds
196,Ponta Do Sol,PT,32.6667,-17.1,68.63,67,0,2.48,clear sky
197,Victoria,HK,22.2855,114.1577,82.33,85,39,1.01,scattered clouds
198,Gorom-Gorom,BF,14.4439,-0.2361,98.42,22,5,6.42,clear sky
199,Coria,ES,39.9879,-6.5377,76.66,31,0,4.94,clear sky
200,Poli,TZ,-3.3333,36.8,61.07,88,20,3.71,few clouds
201,Iracoubo,GF,5.4802,-53.2011,76.01,90,100,9.75,light rain
202,Gaoual,GN,11.75,-13.2,84.07,62,48,7.4,scattered clouds
203,Nicoya,CR,10.1483,-85.452,90.95,51,89,3.62,overcast clouds
204,Neyshabur,IR,36.2133,58.7958,81.25,31,0,5.48,clear sky
205,Isiro,CD,2.7739,27.616,67.32,99,98,1.39,overcast clouds
206,Havoysund,NO,70.9963,24.6622,41.88,66,6,8.39,clear sky
207,San Jose,US,37.3394,-121.895,84.7,44,20,4.61,few clouds
208,Olga,RU,43.7444,135.2892,51.73,91,0,5.37,clear sky
209,Miri,MY,4.4148,114.0089,75.34,94,20,4.97,few clouds
210,Yantongshan,CN,43.2919,126.0094,51.21,91,4,2.62,clear sky
211,Naduvattam,IN,11.4833,76.5667,56.48,94,96,3.69,overcast clouds
212,Monrovia,LR,6.3005,-10.7969,80.37,84,98,7.18,light rain
213,Husavik,IS,66.0449,-17.3389,57.11,62,86,13.04,overcast clouds
214,Bang Saphan,TH,11.2126,99.5117,81.32,79,100,7.4,light rain
215,Lorengau,PG,-2.0226,147.2712,79.9,78,96,4.07,overcast clouds
216,Narsaq,GL,60.9167,-46.05,57.42,68,100,3.71,overcast clouds
217,Bambous Virieux,MU,-20.3428,57.7575,73.65,83,40,11.88,scattered clouds
218,Paka,MY,4.6374,103.4368,75.13,94,97,4.45,overcast clouds
219,Terrace,CA,54.5163,-128.6035,52.43,81,90,6.91,overcast clouds
220,Honningsvag,NO,70.9821,25.9704,40.75,70,0,8.05,clear sky
221,Upernavik,GL,72.7868,-56.1549,37.62,85,62,2.68,broken clouds
222,Itarema,BR,-2.9248,-39.9167,79.68,82,53,10.22,broken clouds
223,Kahului,US,20.8947,-156.47,82.42,66,20,17.27,few clouds
224,Atbasar,KZ,51.8,68.3333,57.29,37,83,4.9,broken clouds
225,Treinta Y Tres,UY,-33.2333,-54.3833,54.21,72,100,5.99,overcast clouds
226,Vallenar,CL,-28.5708,-70.7581,73.44,34,0,6.22,clear sky
227,Salym,RU,60.0625,71.4789,50.56,91,100,5.93,overcast clouds
228,Acevedo,CO,1.8361,-75.855,73.76,79,100,3.6,overcast clouds
229,Maceio,BR,-9.6658,-35.7353,81.84,69,20,8.88,few clouds
230,Lebanon,US,36.2081,-86.2911,75.72,88,75,9.22,light rain
231,Lahij,YE,13.1667,44.5833,90.59,37,3,4.76,clear sky
232,Byron Bay,AU,-28.65,153.6167,50.88,91,14,7.31,few clouds
233,La Ronge,CA,55.1001,-105.2842,64.62,59,75,6.91,broken clouds
234,Cockburn Town,TC,21.4612,-71.1419,80.15,80,5,20.92,clear sky
235,Cidreira,BR,-30.1811,-50.2056,63.18,78,100,10.18,overcast clouds
236,Buin,CL,-33.7333,-70.75,66.52,46,100,5.44,overcast clouds
237,Constantine,DZ,36.365,6.6147,67.41,72,75,11.5,broken clouds
238,Luoyang,CN,34.6836,112.4536,81.14,57,100,3.67,light rain
239,Antigonish,CA,45.6169,-61.9986,65.14,73,65,4.0,broken clouds
240,Taoudenni,ML,22.6783,-3.9836,106.52,7,90,7.29,overcast clouds
241,Ahipara,NZ,-35.1667,173.1667,59.83,90,100,17.72,overcast clouds
242,Khandbari,NP,27.3747,87.2039,73.06,79,96,3.49,overcast clouds
243,Hinton,CA,53.4001,-117.5857,50.11,77,100,3.29,overcast clouds
244,Vao,NC,-22.6667,167.4833,70.21,68,100,16.17,overcast clouds
245,Sioux Lookout,CA,50.1001,-91.917,82.78,69,75,8.05,broken clouds
246,Krasnoselkup,RU,65.7,82.4667,31.46,80,25,8.21,scattered clouds
247,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,78.85,57,32,3.91,scattered clouds
248,Caravelas,BR,-17.7125,-39.2481,74.44,79,0,4.94,clear sky
249,Ust-Ordynskiy,RU,52.805,104.7508,46.24,91,100,7.7,overcast clouds
250,Hami,CN,42.8,93.45,66.81,14,37,13.76,scattered clouds
251,Kabale,UG,-1.2486,29.9899,56.26,91,43,3.31,scattered clouds
252,Oussouye,SN,12.485,-16.5469,86.18,77,1,10.8,clear sky
253,Diofior,SN,14.1833,-16.6667,89.55,74,4,12.73,clear sky
254,Severo-Kurilsk,RU,50.6789,156.125,42.01,94,100,8.88,overcast clouds
255,Alofi,NU,-19.0595,-169.9187,66.09,94,59,2.3,broken clouds
256,Fort-Shevchenko,KZ,44.5086,50.263,70.5,66,96,9.66,overcast clouds
257,Oron,NG,4.8256,8.2343,74.37,93,99,3.29,overcast clouds
258,Olgod,DK,55.8068,8.6286,62.06,78,100,5.28,overcast clouds
259,Mizdah,LY,31.4451,12.9801,81.36,18,10,12.88,clear sky
260,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,9.22,scattered clouds
261,Bayshore Gardens,US,27.4253,-82.5904,95.32,64,1,13.8,clear sky
262,Cotonou,BJ,6.3654,2.4183,82.38,78,20,8.05,few clouds
263,Christchurch,NZ,-43.5333,172.6333,48.99,97,75,5.01,moderate rain
264,Bloemfontein,ZA,-29.1211,26.214,36.88,70,0,2.3,clear sky
265,Geraldton,AU,-28.7667,114.6,52.21,93,85,14.14,overcast clouds
266,Oktyabrskiy,RU,54.4815,53.471,55.87,75,6,1.34,clear sky
267,Oksfjord,NO,70.2396,22.3479,52.0,43,34,5.28,scattered clouds
268,Lira,UG,2.235,32.9097,65.95,94,68,5.39,broken clouds
269,Canton,CN,23.1167,113.25,82.87,79,61,4.47,broken clouds
270,Zeya,RU,53.75,127.2667,55.06,64,53,2.08,broken clouds
271,Mairi,BR,-11.7114,-40.1489,75.76,66,61,10.42,broken clouds
272,Jamame,SO,0.0722,42.7506,76.6,83,77,10.07,broken clouds
273,Tateyama,JP,34.9833,139.8667,70.02,92,100,3.76,overcast clouds
274,Faanui,PF,-16.4833,-151.75,80.8,75,56,10.74,broken clouds
275,Saint-Augustin,CA,51.226,-58.6502,58.98,43,9,8.08,clear sky
276,Shumskiy,RU,54.8318,99.1328,41.7,88,15,4.68,few clouds
277,Bodaybo,RU,57.8506,114.1933,48.38,93,100,4.05,overcast clouds
278,Lumphat,KH,13.4878,106.9816,72.93,98,100,1.5,overcast clouds
279,Aksarka,RU,66.5606,67.7975,34.54,63,19,5.53,few clouds
280,Mabaruma,GY,8.2,-59.7833,80.55,81,73,7.02,broken clouds
281,Tignere,CM,7.3667,12.65,66.09,87,91,0.67,light rain
282,Lahaina,US,20.8783,-156.6825,82.4,74,2,9.08,clear sky
283,Port Macquarie,AU,-31.4333,152.9167,46.36,67,1,5.19,clear sky
284,Labrea,BR,-7.2586,-64.7981,81.55,87,94,3.2,overcast clouds
285,Arlit,NE,18.7369,7.3853,97.39,11,26,14.03,scattered clouds
286,Northam,GB,51.0333,-4.2167,61.12,82,32,4.68,scattered clouds
287,Grand-Santi,GF,4.25,-54.3833,78.55,85,97,4.68,overcast clouds
288,Cap Malheureux,MU,-19.9842,57.6142,73.89,83,5,4.0,clear sky
289,Nurota,UZ,40.5614,65.6886,84.29,20,3,3.33,clear sky
290,Gladstone,AU,-23.85,151.25,54.79,76,0,8.05,clear sky
291,Mehamn,NO,71.0357,27.8492,41.18,65,0,4.61,clear sky
292,Pacific Grove,US,36.6177,-121.9166,72.77,73,40,5.99,scattered clouds
293,Umea,SE,63.8284,20.2597,62.53,67,0,5.75,clear sky
294,Great Yarmouth,GB,52.6083,1.7305,62.94,71,82,8.08,broken clouds
295,Samarai,PG,-10.6167,150.6667,78.19,88,100,15.64,overcast clouds
296,Wageningen,NL,51.9667,5.6667,66.4,67,0,6.55,clear sky
297,Turangi,NZ,-39.0,175.9333,49.42,96,100,2.95,overcast clouds
298,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,90,2.55,light rain
299,Menongue,AO,-14.6585,17.691,54.63,54,36,4.88,scattered clouds
300,Ribeira Grande,PT,38.5167,-28.7,68.4,83,40,10.36,scattered clouds
301,Ziebice,PL,50.6012,17.0406,68.63,77,26,1.03,scattered clouds
302,Cabedelo,BR,-6.9811,-34.8339,79.47,84,17,14.27,few clouds
303,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,73,40,4.18,scattered clouds
304,Avera,US,33.194,-82.5271,91.71,61,99,9.1,overcast clouds
305,Tashtyp,RU,52.7939,89.8983,42.85,94,48,3.74,scattered clouds
306,Harur,IN,12.0667,78.5,80.24,70,100,3.58,overcast clouds
307,Sisimiut,GL,66.9395,-53.6735,42.48,85,100,4.83,overcast clouds
308,Portland,US,45.5234,-122.6762,61.52,62,90,3.0,overcast clouds
309,Talnakh,RU,69.4865,88.3972,30.49,99,100,3.09,light snow
310,Fort Nelson,CA,58.8053,-122.7002,53.19,76,75,9.22,broken clouds
311,Fraga,ES,41.5229,0.3489,81.09,34,1,13.11,clear sky
312,Maan,PH,5.9339,124.7356,78.35,80,93,2.82,overcast clouds
313,Yebaishou,CN,41.3975,119.6408,62.19,57,100,2.73,overcast clouds
314,Luba,GQ,3.4568,8.5547,78.69,81,100,0.36,overcast clouds
315,Necochea,AR,-38.5473,-58.7368,55.04,54,100,3.91,overcast clouds
316,Pontianak,ID,-0.0333,109.3333,75.18,100,90,2.55,overcast clouds
317,Aneho,TG,6.2333,1.6,84.4,79,34,11.39,scattered clouds
318,Murgab,TM,37.4966,61.9714,85.87,32,0,11.74,clear sky
319,Edd,ER,13.9297,41.6925,87.39,70,52,4.72,broken clouds
320,Zaozerne,UA,45.1582,33.2787,60.94,80,91,6.78,overcast clouds
321,Torbay,CA,47.6666,-52.7314,46.76,90,90,20.71,overcast clouds
322,Yellowknife,CA,62.456,-114.3525,48.72,57,75,5.99,broken clouds
323,Kamina,CD,-8.7386,24.9906,64.98,63,4,4.68,clear sky
324,Concepcion Del Oro,MX,24.6333,-101.4167,80.17,17,3,8.52,clear sky
325,Amahai,ID,-3.3333,128.9167,76.96,88,98,3.51,overcast clouds
326,Sherlovaya Gora,RU,50.5667,116.25,54.9,40,2,5.7,clear sky
327,Thompson,CA,55.7435,-97.8558,62.76,72,75,5.75,broken clouds
328,Waspan,NI,14.7419,-83.9717,89.28,50,49,9.95,scattered clouds
329,Karratha,AU,-20.7377,116.8463,74.97,62,96,7.9,overcast clouds
330,Westport,US,41.1415,-73.3579,98.28,43,1,1.99,clear sky
331,Ossora,RU,59.2353,163.0719,39.45,96,100,6.91,overcast clouds
332,Phalaborwa,ZA,-23.943,31.1411,60.08,73,34,7.83,scattered clouds
333,Calabozo,VE,8.9242,-67.4293,86.25,56,100,5.95,overcast clouds
334,San Nicolas,PH,18.1725,120.5953,81.03,79,95,3.15,light rain
335,Sarka Ghat,IN,31.7,76.7333,74.1,45,26,5.26,scattered clouds
336,Norman Wells,CA,65.282,-126.8329,50.04,76,90,10.36,overcast clouds
337,Ulladulla,AU,-35.35,150.4667,51.87,80,100,5.12,overcast clouds
338,Chute-Aux-Outardes,CA,49.1168,-68.399,64.38,34,1,5.91,clear sky
339,Villamontes,BO,-21.25,-63.5,69.8,68,99,4.32,overcast clouds
340,Piterka,RU,50.6803,47.4454,60.84,79,65,6.04,broken clouds
341,Mount Isa,AU,-20.7333,139.5,44.37,65,0,1.14,clear sky
342,Hwange,ZW,-18.3693,26.5019,56.61,53,94,4.0,overcast clouds
343,Dhidhdhoo,MV,6.8833,73.1,81.97,80,100,15.19,overcast clouds
344,Cayenne,GF,4.9333,-52.3333,84.24,82,40,4.0,scattered clouds
345,Lebu,CL,-37.6167,-73.65,51.75,70,100,2.71,overcast clouds
346,Awbari,LY,26.5921,12.7805,87.66,14,99,9.24,overcast clouds
347,Nautanwa,IN,27.4333,83.4167,85.57,49,19,4.92,few clouds
348,Viransehir,TR,37.2353,39.7631,71.38,22,0,5.39,clear sky
349,Manacapuru,BR,-3.2997,-60.6206,90.18,64,99,3.22,overcast clouds
350,Hobyo,SO,5.3505,48.5268,78.87,87,32,26.55,scattered clouds
351,Chulman,RU,56.8479,124.9104,57.24,63,42,6.15,scattered clouds
352,San Cristobal,VE,7.7669,-72.225,71.78,93,100,3.56,overcast clouds
353,Palembang,ID,-2.9167,104.7458,74.46,96,100,3.67,overcast clouds
354,Iquique,CL,-20.2208,-70.1431,62.64,72,82,9.6,broken clouds
355,Tarbagatay,RU,51.4803,107.3602,45.93,89,100,1.3,light rain
356,Cherskiy,RU,68.75,161.3,64.29,42,100,17.11,overcast clouds
357,Agboville,CI,5.928,-4.2132,75.87,93,97,4.23,overcast clouds
358,Flinders,AU,-34.5833,150.8552,52.05,86,72,1.01,broken clouds
359,Alyangula,AU,-13.8483,136.4192,71.47,100,40,9.75,scattered clouds
360,Basoko,CD,1.2391,23.616,73.4,91,100,3.06,overcast clouds
361,San Felipe,VE,10.3399,-68.7425,75.45,91,100,4.25,overcast clouds
362,Hasaki,JP,35.7333,140.8333,66.49,85,100,1.74,overcast clouds
363,Kefamenanu,ID,-9.4467,124.4781,66.2,90,65,3.71,broken clouds
364,Riverton,US,40.5219,-111.9391,88.3,23,1,1.01,clear sky
365,Hervey Bay,AU,-25.2986,152.8535,56.03,85,1,3.0,clear sky
366,Shestakovo,RU,56.4915,103.96,39.92,86,0,3.85,clear sky
367,Palpa,PE,-14.5336,-75.1856,81.55,36,0,7.11,clear sky
368,Yinchuan,CN,38.4681,106.2731,70.77,43,74,4.97,broken clouds
369,Katsuura,JP,35.1333,140.3,70.11,90,99,2.44,overcast clouds
370,Camacha,PT,33.0833,-16.3333,65.16,68,40,12.66,scattered clouds
371,Poltavka,RU,54.3663,71.7632,58.86,45,1,3.67,clear sky
372,Deer Lake,CA,49.1667,-57.4316,64.26,45,1,9.22,clear sky
373,Kaduna,NG,10.5222,7.4383,73.85,82,100,6.33,overcast clouds
374,Laem Sing,TH,12.4816,102.0738,82.94,99,100,13.13,overcast clouds
375,Bathsheba,BB,13.2167,-59.5167,86.61,58,40,19.73,scattered clouds
376,Morro Bay,US,35.3658,-120.8499,68.4,75,36,8.99,scattered clouds
377,Furano,JP,43.2818,142.4743,51.39,94,95,2.39,overcast clouds
378,Cimislia,MD,46.52,28.7842,57.34,76,8,5.08,clear sky
379,Maragogi,BR,-9.0122,-35.2225,76.93,83,15,9.06,few clouds
380,Yokadouma,CM,3.5167,15.05,70.99,94,95,1.48,overcast clouds
381,Mahebourg,MU,-20.4081,57.7,73.69,83,40,9.22,scattered clouds
382,Nadezhda,RU,44.1,44.6,58.23,96,100,9.28,heavy intensity rain
383,Chas,IN,23.6333,86.1667,89.26,42,52,6.49,broken clouds
384,Port Elizabeth,ZA,-33.918,25.5701,65.1,93,20,2.3,few clouds
385,Shelburne,CA,44.0787,-80.2041,90.09,32,9,12.06,clear sky
386,Prieska,ZA,-29.6641,22.7474,52.0,35,0,8.32,clear sky
387,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,86,20,11.65,few clouds
388,Owando,CG,-0.4819,15.8999,73.24,93,69,3.22,broken clouds
389,Kawalu,ID,-7.3817,108.2082,71.98,98,95,1.01,overcast clouds
390,Yining,CN,29.0361,114.5636,67.69,82,100,1.68,overcast clouds
391,Baghdad,IQ,33.3406,44.4009,87.71,19,0,15.73,clear sky
392,Tautira,PF,-17.7333,-149.15,84.22,73,42,11.86,scattered clouds
393,Karavayevo,RU,55.2961,37.9622,62.85,82,0,6.13,light rain
394,Parabel,RU,58.6978,81.4825,54.03,97,97,8.14,overcast clouds
395,Turukhansk,RU,65.8167,87.9833,30.63,94,84,5.64,broken clouds
396,Coquimbo,CL,-29.9533,-71.3436,56.93,82,75,7.54,broken clouds
397,Alice Springs,AU,-23.7,133.8833,35.15,80,16,3.74,few clouds
398,Santa Luzia,BR,-19.7697,-43.8514,77.14,53,20,1.43,few clouds
399,Horta,PT,38.5333,-28.6333,67.64,83,40,10.36,scattered clouds
400,Bolivar,US,37.6145,-93.4105,81.75,80,85,5.01,overcast clouds
401,Akyab,MM,20.15,92.9,83.08,83,100,4.83,overcast clouds
402,Te Anau,NZ,-45.4167,167.7167,36.5,94,16,1.12,few clouds
403,Panzhihua,CN,26.5851,101.7128,73.54,84,97,2.98,overcast clouds
404,Tashtagol,RU,52.7657,87.8894,43.07,95,28,3.02,scattered clouds
405,Dong Hoi,VN,17.4833,106.6,81.88,78,99,6.06,overcast clouds
406,Puerto Ayacucho,VE,5.6639,-67.6236,87.26,63,83,2.95,heavy intensity rain
407,Matay,EG,28.419,30.7792,77.34,33,0,19.84,clear sky
408,Sao Filipe,CV,14.8961,-24.4956,75.92,68,7,6.98,clear sky
409,Naze,JP,28.3667,129.4833,69.48,91,100,2.98,overcast clouds
410,Hailar,CN,49.2,119.7,53.4,66,0,7.45,clear sky
411,Along,IN,28.1667,94.7667,72.01,99,100,0.49,overcast clouds
412,Forestville,US,38.8451,-76.875,95.58,49,20,9.22,few clouds
413,Shimoda,JP,34.6667,138.95,68.11,86,87,9.44,overcast clouds
414,Traverse City,US,44.7631,-85.6206,90.84,35,75,12.66,broken clouds
415,Auki,SB,-8.7676,160.7034,77.63,86,10,3.53,clear sky
416,Weligama,LK,5.9667,80.4167,79.25,87,92,10.04,overcast clouds
417,Tadine,NC,-21.55,167.8833,71.19,56,91,12.68,overcast clouds
418,Moose Factory,CA,51.2585,-80.6094,80.6,44,40,10.36,scattered clouds
419,Floro,NO,61.5996,5.0328,63.23,77,10,9.22,clear sky
420,Contamana,PE,-7.3333,-75.0167,88.93,52,100,2.89,overcast clouds
421,Clinton,US,42.587,-82.9199,91.96,45,75,1.99,broken clouds
422,Ayr,GB,55.4627,-4.6339,60.69,63,0,5.75,clear sky
423,Nouadhibou,MR,20.931,-17.0347,69.78,73,40,23.02,sand
424,Labuhan,ID,-6.8844,112.2051,78.08,85,22,4.65,few clouds
425,Anadyr,RU,64.75,177.4833,45.1,61,75,9.78,broken clouds
426,Tiarei,PF,-17.5333,-149.3333,84.22,75,60,11.01,broken clouds
427,Dingle,PH,10.9995,122.6711,75.72,86,100,1.61,light rain
428,Umm Lajj,SA,25.0213,37.2685,84.22,49,0,10.0,clear sky
429,Zhanakorgan,KZ,43.9098,67.2495,77.09,50,0,6.87,clear sky
430,Maltahohe,NA,-24.8333,16.9833,52.41,34,0,9.15,clear sky
431,Soyo,AO,-6.1349,12.3689,76.53,86,35,8.68,scattered clouds
432,Jutai,BR,-5.1833,-68.9,83.21,82,87,2.3,overcast clouds
433,Solnechnyy,RU,50.7214,136.6319,49.39,98,100,4.59,overcast clouds
434,Poya,NC,-21.35,165.15,67.84,62,97,6.73,overcast clouds
435,Agdas,AZ,40.65,47.4761,69.67,64,95,4.36,overcast clouds
436,Gondanglegi,ID,-7.7479,112.0132,74.46,94,56,5.95,broken clouds
437,Miandrivazo,MG,-19.5167,45.4667,71.91,68,51,4.36,broken clouds
438,Hovd,MN,48.0056,91.6419,46.15,43,6,5.28,clear sky
439,Port Hardy,CA,50.6996,-127.4199,53.78,87,90,10.36,overcast clouds
440,General Roca,AR,-39.0333,-67.5833,55.8,39,100,11.83,overcast clouds
441,Watertown,US,42.3709,-71.1828,96.08,38,1,5.99,clear sky
442,Klaksvik,FO,62.2266,-6.589,49.12,98,100,16.22,overcast clouds
443,Santa Ana,US,33.7456,-117.8678,83.03,59,20,1.01,few clouds
444,Arman,RU,59.7,150.1667,46.99,80,89,3.24,overcast clouds
445,Qui Nhon,VN,13.7667,109.2333,81.07,78,100,4.25,overcast clouds
446,San Matias,BO,-16.3667,-58.4,95.61,26,47,2.84,scattered clouds
447,Puerto Colombia,CO,10.9878,-74.9547,93.29,80,100,15.17,overcast clouds
448,San Quintin,MX,30.4833,-115.95,66.4,62,17,11.95,few clouds
449,Metairie,US,29.9841,-90.1528,78.01,92,90,13.65,moderate rain
450,Maragogipe,BR,-12.7778,-38.9194,82.45,85,21,5.82,few clouds
451,Lodja,CD,-3.4833,23.4333,70.14,96,51,2.04,broken clouds
452,Diamantino,BR,-14.4086,-56.4461,90.34,33,71,4.43,broken clouds
453,Leningradskiy,RU,69.3833,178.4167,38.16,87,15,12.15,few clouds
454,Sanchor,IN,24.7553,71.7722,88.25,54,0,15.19,clear sky
455,Strezhevoy,RU,60.7333,77.5889,44.58,76,7,6.8,clear sky
456,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,93,90,11.5,mist
457,Belyy,RU,55.8402,32.9419,58.3,82,58,4.18,broken clouds
458,Juneau,US,58.3019,-134.4197,54.84,88,75,5.01,light rain
459,Yulara,AU,-25.2406,130.9889,42.64,65,8,5.75,clear sky
460,Kucevo,RS,44.4775,21.67,61.9,84,100,1.48,overcast clouds
461,Camargo,MX,27.6667,-105.1667,95.61,10,2,12.73,clear sky
462,Noyabrsk,RU,63.1994,75.4507,37.44,66,9,8.39,clear sky
463,Bowen,AU,-20.0167,148.2333,64.62,79,98,9.8,overcast clouds
464,Da Nang,VN,16.0678,108.2208,82.45,89,20,3.44,few clouds
465,Port Moresby,PG,-9.4431,147.1797,76.42,88,75,11.5,broken clouds
466,Pevek,RU,69.7008,170.3133,47.1,70,41,13.58,scattered clouds
467,Kalemie,CD,-5.9475,29.1947,73.02,78,8,10.04,clear sky
468,Trairi,BR,-3.2778,-39.2689,81.03,75,21,8.12,few clouds
469,Sept-Iles,CA,50.2001,-66.3821,59.52,66,75,5.01,broken clouds
470,Champerico,GT,14.3,-91.9167,91.76,67,78,7.92,broken clouds
471,Bonthe,SL,7.5264,-12.505,80.06,86,99,7.72,moderate rain
472,Baie-Comeau,CA,49.2168,-68.1489,64.08,34,1,5.37,clear sky
473,Mwinilunga,ZM,-11.7358,24.4293,58.3,63,64,5.28,broken clouds
474,Bairiki,KI,1.3292,172.9752,82.4,74,20,11.23,few clouds
475,Magalia,US,39.8121,-121.5783,83.7,34,4,1.99,clear sky
476,Mana,GF,5.6592,-53.7767,76.23,89,100,9.62,overcast clouds
477,Skelleftea,SE,64.7507,20.9528,66.56,52,14,1.79,few clouds
478,Puri,IN,19.8,85.85,88.38,83,74,20.15,broken clouds
479,Bellevue,US,47.6104,-122.2007,56.97,73,90,3.0,light rain
480,Dickinson,US,29.4608,-95.0513,93.18,69,75,3.0,broken clouds
481,Kaeo,NZ,-35.1,173.7833,59.32,97,100,20.02,moderate rain
482,Carman,CA,49.4992,-98.0016,80.92,46,50,16.11,scattered clouds
483,Santa Maria,BR,-29.6842,-53.8069,58.3,94,90,8.5,light intensity drizzle
484,Saint-Junien,FR,45.8833,0.9,67.14,89,5,2.68,clear sky
485,Tilichiki,RU,60.4667,166.1,37.29,96,100,8.48,light rain
486,Rio Tercero,AR,-32.173,-64.1141,53.47,36,100,12.26,overcast clouds
487,Takoradi,GH,4.8845,-1.7554,80.08,81,7,10.92,clear sky
488,Tazovskiy,RU,67.4667,78.7,32.05,86,97,10.0,overcast clouds
489,Marystown,CA,47.1666,-55.1483,54.95,88,61,7.81,broken clouds
490,Bandarbeyla,SO,9.4942,50.8122,79.9,84,0,26.78,clear sky
491,Papara,BR,-3.9839,-38.7273,84.6,73,38,2.44,scattered clouds
492,Gien,FR,47.6933,2.6309,65.79,76,91,6.08,overcast clouds
493,Hualmay,PE,-11.0964,-77.6139,68.76,71,46,10.31,scattered clouds
494,Fare,PF,-16.7,-151.0167,80.53,72,22,10.25,few clouds
495,Luau,AO,-10.7073,22.2247,61.68,53,84,4.59,broken clouds
496,Viru,PE,-8.4167,-78.75,67.3,68,100,9.53,overcast clouds
497,Maniitsoq,GL,65.4167,-52.9,41.07,88,100,6.22,overcast clouds
498,Lakatoro,VU,-16.0999,167.4164,75.45,82,94,12.41,overcast clouds
499,Makamba,BI,-4.1348,29.804,65.35,74,91,1.95,overcast clouds
500,Meadow Lake,US,34.8014,-106.5436,94.6,16,45,18.5,scattered clouds
501,Miramar,US,25.9873,-80.2323,90.01,69,75,13.8,broken clouds
502,Pachino,IT,36.7186,15.0907,74.61,72,38,10.27,scattered clouds
503,Half Moon Bay,US,37.4636,-122.4286,83.62,59,1,1.99,haze
504,Waitati,NZ,-45.75,170.5667,44.8,87,100,2.71,overcast clouds
505,Bosaso,SO,11.2842,49.1816,92.14,42,0,5.88,clear sky
506,Humaita,BR,-7.5061,-63.0208,88.63,56,99,4.12,overcast clouds
507,Yantal,RU,56.8471,105.2542,38.93,78,0,3.4,clear sky
508,Victor Harbor,AU,-35.5667,138.6167,62.47,72,92,1.01,overcast clouds
509,The Valley,AI,18.217,-63.0578,84.81,70,40,17.27,scattered clouds
510,Utete,TZ,-7.986,38.758,69.55,82,1,2.35,clear sky
511,Nabire,ID,-3.3667,135.4833,74.89,91,82,3.09,broken clouds
512,Salinopolis,BR,-0.6136,-47.3561,80.98,82,61,9.06,broken clouds
513,Tuatapere,NZ,-46.1333,167.6833,40.93,92,22,4.54,few clouds
514,Gazojak,TM,41.1875,61.4036,90.07,19,21,12.57,few clouds
515,Savonlinna,FI,61.8699,28.88,62.26,72,0,6.91,light rain
516,Monze,ZM,-16.2833,27.4833,52.52,62,52,5.03,broken clouds
517,Deputatskiy,RU,69.3,139.9,37.45,74,7,3.42,clear sky
518,Gimli,CA,50.6336,-96.9907,73.44,56,100,11.5,overcast clouds
519,Piney Green,US,34.716,-77.3202,86.02,75,20,8.43,few clouds
520,Mandalgovi,MN,45.7625,106.2708,46.78,79,7,21.0,clear sky
521,Brasileia,BR,-11.0161,-68.7481,85.44,56,93,1.92,overcast clouds
522,Marsa Matruh,EG,31.3525,27.2453,71.8,68,0,9.22,clear sky
